symbol,ensembl,chromosome,initPos,finalPos,idGene
NR0B2,ENSG00000131910,1,26911489,26913975,
LMX1B,ENSG00000136944,9,126614443,126701032,
RAD51C,ENSG00000108384,17,58692573,58735611,
EXOSC9,ENSG00000123737,4,121801317,121817021,
FGB,ENSG00000171564,4,154562956,154571086,
GALK1,ENSG00000108479,17,75751594,75765236,
MAG,ENSG00000105695,19,35292125,35313807,
SH2B3,ENSG00000111252,12,111405923,111451623,
PPARG,ENSG00000132170,3,12287368,12434356,
BTNL2,ENSG00000225412,CHR_HSCHR6_MHC_MANN_CTG1,32433363,32446554,
TUBB6,ENSG00000176014,18,12307669,12344320,
DDHD1,ENSG00000100523,14,53036745,53153323,
LTB,ENSG00000236237,CHR_HSCHR6_MHC_MCF_CTG1,31656860,31658827,
RPS17,ENSG00000182774,15,82536750,82540459,
CHCHD10,ENSG00000273607,CHR_HSCHR22_1_CTG7,23765834,23768443,
TNFRSF11A,ENSG00000141655,18,62325287,62391288,
SS18,ENSG00000141380,18,26016253,26091217,
C3,ENSG00000125730,19,6677704,6730562,
CTNND1,ENSG00000198561,11,57753243,57819546,
BMPR2,ENSG00000204217,2,202376327,202567751,
PKD2,ENSG00000118762,4,88007635,88077777,
ERC2,ENSG00000187672,3,55508311,56468467,
EEF1A2,ENSG00000101210,20,63488014,63499185,
MND1,ENSG00000121211,4,153344649,153415118,
ERCC1,ENSG00000012061,19,45407333,45478828,
MIF,ENSG00000276701,CHR_HSCHR22_1_CTG7,23894004,23895227,
LRP3,ENSG00000130881,19,33177603,33208864,
LIPA,ENSG00000107798,10,89213569,89414557,
ZDHHC15,ENSG00000102383,X,75368427,75523502,
ADAT3,ENSG00000213638,19,1905399,1913447,
IKBKG,ENSG00000269335,X,154541199,154565046,
GCLC,ENSG00000001084,6,53497341,53616970,
ARR3,ENSG00000120500,X,70268305,70281840,
CREB3,ENSG00000107175,9,35732598,35736999,
C2,ENSG00000226560,CHR_HSCHR6_MHC_MCF_CTG1,31974264,32022117,
SPARC,ENSG00000113140,5,151661096,151686975,
TSPAN7,ENSG00000156298,X,38561370,38688920,
GLB1,ENSG00000170266,3,32996609,33097202,
HSD3B2,ENSG00000203859,1,119414931,119423035,
CYP27A1,ENSG00000135929,2,218781749,218815293,
BCL3,ENSG00000069399,19,44747705,44760044,
GATA2,ENSG00000179348,3,128479427,128493201,
TOP1,ENSG00000198900,20,41028822,41124487,
PBX1,ENSG00000185630,1,164555584,164899296,
KIR3DL1,ENSG00000278079,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54816470,54830813,
MUC1,ENSG00000185499,1,155185824,155192916,
HMGCL,ENSG00000117305,1,23801885,23838620,
OCA2,ENSG00000104044,15,27754875,28099315,
RRM2,ENSG00000171848,2,10120698,10211725,
TTN,ENSG00000155657,2,178525989,178830802,
GDI1,ENSG00000203879,X,154436913,154443467,
KRT5,ENSG00000186081,12,52514575,52520530,
WAC,ENSG00000095787,10,28532493,28623112,
SERPINF1,ENSG00000282307,CHR_HSCHR17_1_CTG2,1760880,1765915,
MATR3,ENSG00000015479,5,139293674,139331677,
SNRNP200,ENSG00000144028,2,96274338,96321271,
TSEN34,ENSG00000170892,19,54189938,54194536,
SHH,ENSG00000164690,7,155799980,155812463,
IGF1,ENSG00000017427,12,102395874,102481744,
CD40,ENSG00000101017,20,46118278,46129863,
PIGW,ENSG00000275600,CHR_HSCHR17_7_CTG4,36535392,36539682,
PLCD1,ENSG00000187091,3,38007496,38029762,
IMPG1,ENSG00000112706,6,75921114,76072678,
TBCD,ENSG00000278759,CHR_HSCHR17_1_CTG9,82923652,82946138,
TRPA1,ENSG00000104321,8,72019917,72075584,
VPS33B,ENSG00000184056,15,90998416,91022603,
MSR1,ENSG00000038945,8,16107878,16567490,
TAP2,ENSG00000206299,CHR_HSCHR6_MHC_QBL_CTG1,32750528,32767476,
EDN1,ENSG00000078401,6,12290361,12297194,
NBEA,ENSG00000172915,13,34942287,35673022,
HEPH,ENSG00000089472,X,66162549,66268867,
TARS2,ENSG00000143374,1,150487364,150507609,
PRL,ENSG00000172179,6,22287244,22302826,
DEAF1,ENSG00000282712,CHR_HSCHR11_1_CTG8,646472,677067,
RNASEH2C,ENSG00000172922,11,65714005,65720818,
LEMD3,ENSG00000174106,12,65169583,65248355,
NCAPD3,ENSG00000151503,11,134150119,134225454,
DHCR24,ENSG00000116133,1,54849627,54887195,
RHOBTB2,ENSG00000008853,8,22987417,23020199,
DEPDC5,ENSG00000100150,22,31753867,31908033,
RARB,ENSG00000077092,3,25174332,25597932,
NPSR1,ENSG00000187258,7,34658218,34878332,
COG7,ENSG00000168434,16,23388493,23453189,
JAG1,ENSG00000101384,20,10637684,10673999,
CBL,ENSG00000110395,11,119206298,119313926,
KMT5B,ENSG00000110066,11,68154863,68213828,
EMX2,ENSG00000170370,10,117542445,117549546,
IFT172,ENSG00000138002,2,27444377,27489789,
IDS,ENSG00000010404,X,149476988,149521096,
KCNJ18,ENSG00000260458,17,21692523,21704612,
AIMP2,ENSG00000106305,7,6009255,6023834,
TPRKB,ENSG00000144034,2,73729104,73737400,
P3H2,ENSG00000090530,3,189956728,190122437,
ACAT1,ENSG00000075239,11,108116695,108147603,
FRRS1,ENSG00000156869,1,99708632,99766631,
CACNA2D4,ENSG00000151062,12,1791963,1918666,
SCN1B,ENSG00000105711,19,35030470,35040449,
ACE,ENSG00000159640,17,63477061,63498380,
DNASE1,ENSG00000213918,16,3611728,3680143,
ENG,ENSG00000106991,9,127815012,127854756,
CR2,ENSG00000117322,1,207454230,207489895,
ATP2A1,ENSG00000196296,16,28878405,28904509,
NDUFB8,ENSG00000166136,10,100523740,100530000,
RBM20,ENSG00000203867,10,110644336,110839468,
TOPORS,ENSG00000197579,9,32540544,32552586,
KRT12,ENSG00000263243,CHR_HSCHR17_4_CTG4,40861303,40867210,
KIDINS220,ENSG00000134313,2,8721081,8837630,
CHEK2,ENSG00000183765,22,28687743,28742422,
SAG,ENSG00000281857,CHR_HG2232_PATCH,233307816,233347055,
KCNC1,ENSG00000129159,11,17734774,17856804,
DNAJC3,ENSG00000102580,13,95677139,95794988,
GATA3,ENSG00000107485,10,8045378,8075198,
PDSS1,ENSG00000148459,10,26697701,26746798,
SPATA1,ENSG00000122432,1,84506300,84566194,
KCNQ4,ENSG00000117013,1,40783787,40840452,
GRID2,ENSG00000152208,4,92303966,93810157,
HOXD13,ENSG00000128714,2,176092721,176095944,
MSMO1,ENSG00000052802,4,165327667,165343164,
CALM1,ENSG00000198668,14,90396502,90408268,
NCR1,ENSG00000275822,CHR_HSCHR19LRC_COX1_CTG3_1,54835171,54842110,
GPSM2,ENSG00000121957,1,108875350,108934545,
FER,ENSG00000151422,5,108747841,109196841,
NYX,ENSG00000188937,X,41447434,41475710,
COX7B,ENSG00000131174,X,77899440,77907376,
ABCG8,ENSG00000143921,2,43831942,43882988,
CNTN2,ENSG00000184144,1,205042937,205078289,
RCE1,ENSG00000173653,11,66842835,66846552,
ZNF34,ENSG00000196378,8,144773114,144787345,
CLEC4M,ENSG00000104938,19,7763149,7769605,
BAAT,ENSG00000276559,CHR_HSCHR9_1_CTG5,101371093,101381063,
XPA,ENSG00000136936,9,97674909,97697357,
OTOA,ENSG00000155719,16,21663971,21761935,
CCDC174,ENSG00000154781,3,14651746,14672659,
CHRD,ENSG00000090539,3,184380073,184390736,
PNKD,ENSG00000127838,2,218270392,218346793,
PSEN2,ENSG00000143801,1,226870184,226896105,
ISCA1,ENSG00000135070,9,86264546,86283102,
UTY,ENSG00000183878,Y,13248379,13480673,
ARSA,ENSG00000100299,22,50622754,50628173,
AMTN,ENSG00000187689,4,70518569,70532743,
EFTUD2,ENSG00000108883,17,44849948,44899445,
NEK9,ENSG00000119638,14,75079353,75127344,
CENPF,ENSG00000117724,1,214603195,214664571,
MYC,ENSG00000136997,8,127735434,127742951,
CYP21A2,ENSG00000232414,CHR_HSCHR6_MHC_DBB_CTG1,32014113,32017485,
TTC37,ENSG00000198677,5,95461755,95555007,
ADAM9,ENSG00000168615,8,38996869,39105261,
TRIP4,ENSG00000103671,15,64387748,64455303,
TSFM,ENSG00000123297,12,57782761,57808071,
GUF1,ENSG00000151806,4,44678420,44700928,
NCR1,ENSG00000275521,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,54906121,54910036,
KLHL3,ENSG00000146021,5,137617500,137736089,
PIP,ENSG00000159763,7,143132077,143139739,
CLCN4,ENSG00000073464,X,10156945,10237660,
THBD,ENSG00000178726,20,23045633,23049672,
PRUNE1,ENSG00000143363,1,151008420,151035713,
MRPS7,ENSG00000125445,17,75261674,75266376,
BRPF1,ENSG00000156983,3,9731729,9748015,
PSENEN,ENSG00000205155,19,35745600,35747519,
SEMA4A,ENSG00000196189,1,156147366,156177752,
NFKBIL1,ENSG00000227565,CHR_HSCHR6_MHC_MANN_CTG1,31586326,31598283,
G6PC3,ENSG00000141349,17,44070735,44076344,
IRF5,ENSG00000128604,7,128937457,128950038,
PDE6A,ENSG00000132915,5,149857953,149944793,
UBIAD1,ENSG00000120942,1,11273206,11296049,
PITPNM3,ENSG00000091622,17,6451263,6556555,
PHKG2,ENSG00000156873,16,30748293,30761176,
HTT,ENSG00000197386,4,3041422,3243960,
RLF,ENSG00000117000,1,40161387,40240921,
ZNHIT3,ENSG00000273611,17,36486629,36499310,
ERMARD,ENSG00000276187,CHR_HSCHR6_1_CTG4,169751622,169781584,
KDF1,ENSG00000175707,1,26949562,26960468,
GBP1,ENSG00000117228,1,89052319,89065230,
C1D,ENSG00000197223,2,68041130,68110948,
GDF9,ENSG00000164404,5,132861181,132866884,
NRL,ENSG00000129535,14,24080107,24115014,
LTA,ENSG00000230279,CHR_HSCHR6_MHC_SSTO_CTG1,31562799,31565069,
PHIP,ENSG00000146247,6,78934419,79078254,
TXN2,ENSG00000100348,22,36467046,36481640,
TLR5,ENSG00000187554,1,223109404,223143248,
SPTB,ENSG00000070182,14,64746283,64879907,
DCLRE1C,ENSG00000152457,10,14897359,14954432,
CAMK2B,ENSG00000058404,7,44217150,44334577,
PEX7,ENSG00000112357,6,136822564,136913934,
ASB1,ENSG00000065802,2,238426742,238452250,
PCCB,ENSG00000114054,3,136250340,136337896,
MICU1,ENSG00000107745,10,72367327,72626191,
BCL10,ENSG00000142867,1,85265776,85276632,
RGS9,ENSG00000108370,17,65100812,65227703,
GRIN2A,ENSG00000183454,16,9753404,10182754,
OR2J3,ENSG00000233618,CHR_HSCHR6_MHC_SSTO_CTG1,29112720,29113655,
RPS29,ENSG00000213741,14,49570984,49599164,
TAP1,ENSG00000232367,CHR_HSCHR6_MHC_COX_CTG1,32767527,32776296,
CNTNAP1,ENSG00000108797,17,42682531,42699993,
SMARCA2,ENSG00000080503,9,1980290,2193624,
KDM5C,ENSG00000126012,X,53191321,53225422,
TAF6,ENSG00000106290,7,100107070,100119841,
ARID1A,ENSG00000117713,1,26693236,26782104,
PALB2,ENSG00000083093,16,23603160,23641310,
CYB561,ENSG00000008283,17,63432304,63446354,
GCNT2,ENSG00000111846,6,10492223,10629368,
GJA8,ENSG00000121634,1,147907956,147909257,
DIS3L,ENSG00000166938,15,66293217,66333898,
RPS2,ENSG00000140988,16,1962058,1964841,
COL27A1,ENSG00000196739,9,114155537,114312511,
ASB10,ENSG00000146926,7,151175698,151187832,
TNNT3,ENSG00000130595,11,1919703,1938706,
COG5,ENSG00000284369,CHR_HG2266_PATCH,107201555,107564647,
RCBTB1,ENSG00000136144,13,49531946,49585558,
RNF216,ENSG00000011275,7,5620047,5781739,
ALOX5,ENSG00000012779,10,45374176,45446119,
ASAH1,ENSG00000104763,8,18055992,18084998,
ANKS6,ENSG00000165138,9,98731329,98796965,
CTNS,ENSG00000040531,17,3636459,3661542,
ZNF14,ENSG00000105708,19,19710472,19733112,
CREB1,ENSG00000118260,2,207529737,207605988,
SLC13A3,ENSG00000158296,20,46557823,46684467,
OR2J3,ENSG00000226271,CHR_HSCHR6_MHC_APD_CTG1,29111918,29112853,
FAT4,ENSG00000196159,4,125316399,125492932,
SLC17A8,ENSG00000179520,12,100357074,100422055,
BCS1L,ENSG00000074582,2,218658764,218663443,
CNTN1,ENSG00000018236,12,40692439,41072415,
RNF13,ENSG00000082996,3,149812708,149962139,
TUBB,ENSG00000235067,CHR_HSCHR6_MHC_DBB_CTG1,30710458,30715683,
ABHD1,ENSG00000143994,2,27123789,27130812,
TLR3,ENSG00000164342,4,186069152,186088069,
MPDZ,ENSG00000107186,9,13105704,13279590,
GBA,ENSG00000262446,CHR_HSCHR1_2_CTG31,155249852,155260266,
SCARF2,ENSG00000244486,22,20424815,20437826,
ACD,ENSG00000102977,16,67657512,67660815,
EN2,ENSG00000164778,7,155458129,155464831,
METTL23,ENSG00000181038,17,76726830,76733936,
PEX11B,ENSG00000131779,1,145911350,145918717,
SEC61A1,ENSG00000058262,3,128051641,128071683,
CAPN10,ENSG00000142330,2,240586734,240617705,
HMX1,ENSG00000288204,CHR_HG1298_PATCH,8827806,8853569,
TNNI2,ENSG00000130598,11,1838981,1841680,
NDUFA9,ENSG00000139180,12,4649095,4694317,
UNC45B,ENSG00000141161,17,35147817,35189345,
SLC12A5,ENSG00000124140,20,46021690,46060152,
IGF1R,ENSG00000140443,15,98648539,98964530,
MATR3,ENSG00000280987,5,139273752,139331671,
FAM20C,ENSG00000288499,CHR_HG1309_PATCH,212160,279890,
COX6B1,ENSG00000126267,19,35648323,35658782,
IFT140,ENSG00000187535,16,1510427,1612072,
CNGA3,ENSG00000144191,2,98346188,98398601,
PIGN,ENSG00000197563,18,61905255,62187118,
PTGDR,ENSG00000168229,14,52267698,52276724,
NADK2,ENSG00000152620,5,36192589,36242279,
WNT10A,ENSG00000135925,2,218880852,218899581,
IARS2,ENSG00000067704,1,220094132,220148041,
RRM2B,ENSG00000048392,8,102204502,102238961,
ABL1,ENSG00000097007,9,130713016,130887675,
MT3,ENSG00000087250,16,56589074,56591088,
ASIP,ENSG00000101440,20,34194569,34269344,
MTHFS,ENSG00000136371,15,79833585,79897379,
P2RY1,ENSG00000169860,3,152835131,152841439,
SHC4,ENSG00000185634,15,48823741,48963919,
DIP2B,ENSG00000066084,12,50504985,50748657,
PRDM5,ENSG00000138738,4,120684919,120922870,
ARSG,ENSG00000141337,17,68259182,68422731,
BCAT2,ENSG00000105552,19,48795062,48811029,
TBC1D7,ENSG00000145979,6,13266542,13328583,
ESCO2,ENSG00000171320,8,27771949,27812640,
OXCT1,ENSG00000083720,5,41730065,41870425,
IL12RB1,ENSG00000096996,19,18058995,18098944,
CASP14,ENSG00000105141,19,15049480,15058293,
TGDS,ENSG00000088451,13,94574054,94596242,
DIAPH1,ENSG00000131504,5,141515016,141619055,
KIAA1109,ENSG00000138688,4,122152333,122362758,
COCH,ENSG00000100473,14,30874514,30895065,
TEX14,ENSG00000121101,17,58556678,58692055,
PIGH,ENSG00000100564,14,67581955,67600286,
TSEN34,ENSG00000278605,CHR_HSCHR19_4_CTG3_1,54190536,54194332,
CD79A,ENSG00000105369,19,41877279,41881372,
ERC1,ENSG00000082805,12,990509,1495933,
TMEM106B,ENSG00000106460,7,12211270,12243367,
RYR2,ENSG00000198626,1,237042184,237833988,
PYCR2,ENSG00000143811,1,225919877,225924340,
TMPRSS15,ENSG00000154646,21,18269116,18485879,
HLA-G,ENSG00000233095,CHR_HSCHR6_MHC_SSTO_CTG1,29824463,29828635,
PATL2,ENSG00000229474,15,44665732,44711316,
USF1,ENSG00000158773,1,161039251,161045977,
RETN,ENSG00000104918,19,7669049,7670455,
CLCNKB,ENSG00000184908,1,16043736,16057308,
PADI4,ENSG00000159339,1,17308195,17364004,
MID1,ENSG00000101871,X,10445310,10833654,
DLAT,ENSG00000150768,11,112024814,112064390,
GSR,ENSG00000104687,8,30678066,30727846,
PRSS56,ENSG00000237412,2,232520388,232525716,
EIF4G1,ENSG00000114867,3,184314495,184335358,
KCNH2,ENSG00000055118,7,150944961,150978321,
COPB2,ENSG00000184432,3,139355600,139389680,
ZNF408,ENSG00000175213,11,46701030,46705912,
MBOAT7,ENSG00000277025,CHR_HSCHR19LRC_LRC_J_CTG3_1,54173854,54190480,
RET,ENSG00000165731,10,43077064,43130351,
VEGFC,ENSG00000150630,4,176683538,176792922,
PTHLH,ENSG00000087494,12,27958084,27972733,
TENM3,ENSG00000218336,4,182143987,182803024,
ADAMTSL2,ENSG00000197859,9,133532164,133575519,
NFKB1,ENSG00000109320,4,102501331,102617302,
KLHL15,ENSG00000174010,X,23983720,24027186,
SHANK2,ENSG00000162105,11,70467856,71252577,
WNT10B,ENSG00000169884,12,48965340,48971735,
KCNA4,ENSG00000182255,11,30009730,30017030,
COL25A1,ENSG00000188517,4,108808725,109302752,
TECR,ENSG00000099797,19,14517085,14565980,
EXOSC8,ENSG00000120699,13,36998816,37009614,
RORC,ENSG00000143365,1,151806071,151831845,
CYP19A1,ENSG00000137869,15,51208057,51338601,
VAX1,ENSG00000148704,10,117128521,117138301,
KREMEN1,ENSG00000183762,22,29073078,29168333,
TMEM17,ENSG00000186889,2,62500218,62511894,
NME1,ENSG00000239672,17,51153536,51162428,
NSD1,ENSG00000165671,5,177133025,177300215,
NKD2,ENSG00000276920,CHR_HSCHR5_4_CTG1,1008829,1038943,
CDH3,ENSG00000062038,16,68636189,68722616,
ROS1,ENSG00000047936,6,117288300,117425855,
DLD,ENSG00000091140,7,107891162,107931730,
PIGL,ENSG00000108474,17,16217191,16351797,
GYG1,ENSG00000163754,3,148991341,149027668,
PRY2,ENSG00000169807,Y,22071756,22096007,
PVR,ENSG00000073008,19,44643798,44666162,
DIS3,ENSG00000083520,13,72752169,72782096,
SP9,ENSG00000217236,2,174334954,174338500,
SLC9A1,ENSG00000090020,1,27098809,27166981,
ALDOB,ENSG00000136872,9,101420560,101449664,
ZEB2,ENSG00000169554,2,144364364,144521057,
GDAP1,ENSG00000104381,8,74321130,74488872,
FCGR2B,ENSG00000072694,1,161663147,161678654,
MCM8,ENSG00000125885,20,5950652,5998977,
ENTPD1,ENSG00000138185,10,95711779,95877266,
HACE1,ENSG00000085382,6,104728094,104859919,
CFB,ENSG00000243570,CHR_HSCHR6_MHC_MCF_CTG1,32022093,32028527,
MC1R,ENSG00000258839,16,89912119,89920977,
TPO,ENSG00000115705,2,1374066,1543711,
TGFBR1,ENSG00000106799,9,99104038,99154192,
MUC5B,ENSG00000117983,11,1223066,1262172,
KY,ENSG00000174611,3,134599923,134651636,
HLA-B,ENSG00000224608,CHR_HSCHR6_MHC_MANN_CTG1,31312948,31400264,
RPS7,ENSG00000171863,2,3575260,3580920,
PLEKHG2,ENSG00000090924,19,39412669,39428415,
SPN,ENSG00000197471,16,29662979,29670876,
HLA-C,ENSG00000237022,CHR_HSCHR6_MHC_MANN_CTG1,31312208,31315579,
SLC16A1,ENSG00000281917,CHR_HG2104_PATCH,112911847,112957013,
TAP1,ENSG00000224748,CHR_HSCHR6_MHC_SSTO_CTG1,32935926,32944695,
FERMT1,ENSG00000101311,20,6074845,6123544,
TRRAP,ENSG00000196367,7,98877933,99050831,
IER3IP1,ENSG00000134049,18,47152834,47176364,
KCNQ2,ENSG00000075043,20,63400210,63472677,
TLK2,ENSG00000146872,17,62458658,62615481,
BUB1B,ENSG00000156970,15,40161023,40221136,
GHSR,ENSG00000121853,3,172443291,172448456,
ZIC3,ENSG00000156925,X,137566127,137577691,
DGAT1,ENSG00000185000,8,144314584,144326910,
TIA1,ENSG00000116001,2,70209444,70248660,
NPHP1,ENSG00000144061,2,110122311,110205066,
SMARCC2,ENSG00000139613,12,56162359,56189567,
EXOSC3,ENSG00000107371,9,37766978,37801437,
COL8A2,ENSG00000171812,1,36095239,36125222,
AQP1,ENSG00000240583,7,30911694,30925517,
PIGP,ENSG00000185808,21,37059170,37073170,
TTC3,ENSG00000182670,21,37073226,37203112,
NBN,ENSG00000104320,8,89933336,90003228,
TUBG1,ENSG00000131462,17,42609683,42615238,
ALAD,ENSG00000148218,9,113386312,113401290,
HSD17B4,ENSG00000133835,5,119452473,119637199,
ITGA6,ENSG00000091409,2,172427354,172506459,
MYH3,ENSG00000109063,17,10628526,10657309,
KCNK3,ENSG00000171303,2,26692690,26733420,
KRT85,ENSG00000135443,12,52360006,52367481,
PDE6H,ENSG00000139053,12,14973042,14981865,
KCNK1,ENSG00000135750,1,233614106,233672514,
NOD2,ENSG00000167207,16,50693588,50734041,
SCN8A,ENSG00000196876,12,51590266,51812864,
GNB5,ENSG00000069966,15,52115105,52191369,
SOD1,ENSG00000142168,21,31659622,31668931,
SLC25A11,ENSG00000108528,17,4937130,4940053,
FLNA,ENSG00000196924,X,154348524,154374638,
ATAD1,ENSG00000283024,CHR_HG2334_PATCH,87751512,87841343,
RDH11,ENSG00000072042,14,67676800,67695793,
AKR1C4,ENSG00000198610,10,5195462,5218949,
MTTP,ENSG00000138823,4,99563761,99623999,
TUBB2A,ENSG00000137267,6,3153666,3157544,
ACTN1,ENSG00000072110,14,68874143,68979440,
MCFD2,ENSG00000180398,2,46901870,46941855,
CYP2D6,ENSG00000280905,CHR_HSCHR22_5_CTG1,42126481,42130863,
EGR2,ENSG00000122877,10,62811996,62919900,
LITAF,ENSG00000189067,16,11547722,11636381,
AP4M1,ENSG00000221838,7,100101549,100110345,
SYNE1,ENSG00000131018,6,152121684,152637801,
SIPA1,ENSG00000213445,11,65638101,65650918,
SGCG,ENSG00000102683,13,23180952,23325165,
ZBTB20,ENSG00000181722,3,114314501,115147271,
DHODH,ENSG00000102967,16,72008588,72027664,
ACR,ENSG00000283539,CHR_HG1311_PATCH,50738219,50745356,
ASPN,ENSG00000106819,9,92456205,92482506,
ABO,ENSG00000281879,CHR_HG2030_PATCH,133255585,133275349,
HSPB8,ENSG00000152137,12,119178642,119221131,
APC2,ENSG00000115266,19,1446302,1473244,
COL13A1,ENSG00000197467,10,69801867,69964275,
BCL6,ENSG00000113916,3,187721377,187745725,
ADAMTSL4,ENSG00000143382,1,150549369,150560937,
CLCN5,ENSG00000171365,X,49922596,50099235,
CEBPA,ENSG00000245848,19,33299934,33302534,
MYRF,ENSG00000124920,11,61752642,61788518,
MECP2,ENSG00000169057,X,154021573,154137103,
SKIV2L,ENSG00000232616,CHR_HSCHR6_MHC_MCF_CTG1,32035523,32046194,
MOG,ENSG00000137345,CHR_HSCHR6_MHC_QBL_CTG1,29656888,29672280,
DAO,ENSG00000110887,12,108858932,108901043,
RAC1,ENSG00000136238,7,6374527,6403967,
COPS4,ENSG00000138663,4,83034447,83075818,
GNPTAB,ENSG00000111670,12,101745499,101830959,
ANO5,ENSG00000171714,11,21799934,22283357,
HLA-DRB1,ENSG00000236884,CHR_HSCHR6_MHC_DBB_CTG1,32548950,32583052,
ENPP1,ENSG00000197594,6,131808016,131895155,
KANSL1,ENSG00000278458,CHR_HSCHR17_2_CTG5,46041525,46237041,
COL17A1,ENSG00000065618,10,104031286,104085880,
PIGC,ENSG00000135845,1,172370189,172444086,
HPS1,ENSG00000107521,10,98416198,98446947,
SUMO4,ENSG00000177688,6,149400262,149401278,
MTFMT,ENSG00000103707,15,65001512,65029639,
HIBCH,ENSG00000198130,2,190189735,190344193,
LSS,ENSG00000281289,CHR_HSCHR21_5_CTG2,46190452,46221883,
KIR3DL1,ENSG00000276379,CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1,54816496,54820397,
PRKAR1A,ENSG00000108946,17,68511780,68551319,
ACY1,ENSG00000243989,3,51983340,51989197,
HSPB3,ENSG00000169271,5,54455699,54456377,
NSMCE3,ENSG00000185115,15,29264989,29269822,
KERA,ENSG00000139330,12,91050491,91057983,
DCAF1,ENSG00000145041,3,51395867,51500002,
SLX4,ENSG00000188827,16,3581181,3611606,
SLC20A2,ENSG00000168575,8,42416475,42541926,
KDM1A,ENSG00000004487,1,23019443,23083689,
EPAS1,ENSG00000116016,2,46293667,46386697,
PURA,ENSG00000185129,5,140107777,140125619,
GALE,ENSG00000117308,1,23795599,23800781,
FGF5,ENSG00000138675,4,80266599,80336680,
BAAT,ENSG00000136881,9,101360417,101383519,
ELOVL4,ENSG00000118402,6,79914814,79947553,
RPGRIP1,ENSG00000092200,14,21287939,21351301,
MTMR2,ENSG00000087053,11,95832882,95925315,
PROP1,ENSG00000280635,CHR_HSCHR5_2_CTG5,177996182,177996994,
HLA-DPB1,ENSG00000215048,CHR_HSCHR6_MHC_QBL_CTG1,33004965,33016242,
ZBTB4,ENSG00000283868,CHR_HG2046_PATCH,7459366,7484263,
CLIC2,ENSG00000155962,X,155276211,155334657,
HERC1,ENSG00000103657,15,63608618,63833948,
STX1B,ENSG00000099365,16,30989256,31010638,
CCL5,ENSG00000274233,CHR_HSCHR17_7_CTG4,35871491,35880793,
RPAP1,ENSG00000103932,15,41517176,41544269,
PLAT,ENSG00000104368,8,42174718,42207676,
PDGFRB,ENSG00000113721,5,150113839,150155872,
KISS1,ENSG00000170498,1,204190341,204196491,
NOS3,ENSG00000164867,7,150991017,151014588,
CEP78,ENSG00000148019,9,78236062,78279690,
ALOX5,ENSG00000275565,CHR_HSCHR10_1_CTG2,45390239,45462182,
NCAPG2,ENSG00000146918,7,158631169,158704804,
LPA,ENSG00000198670,6,160531483,160664259,
NEU1,ENSG00000234846,CHR_HSCHR6_MHC_SSTO_CTG1,31850351,31855624,
MCCC2,ENSG00000281742,CHR_HSCHR5_1_CTG1_1,70912599,70929779,
DYRK1B,ENSG00000281320,CHR_HG2021_PATCH,39825350,39834201,
MYH11,ENSG00000133392,16,15703135,15857028,
HOGA1,ENSG00000241935,10,97584323,97612802,
PDGFRL,ENSG00000104213,8,17576433,17644071,
CRYBB2,ENSG00000244752,22,25212564,25231870,
UMPS,ENSG00000114491,3,124730433,124749273,
ASXL3,ENSG00000141431,18,33578219,33751195,
TRAF3IP1,ENSG00000204104,2,238320441,238400897,
NCR3,ENSG00000237103,CHR_HSCHR6_MHC_DBB_CTG1,31571039,31575129,
ABCD4,ENSG00000119688,14,74285269,74303055,
NEFH,ENSG00000100285,22,29480218,29491390,
NCAPG,ENSG00000109805,4,17810979,17844865,
MSH5,ENSG00000227314,CHR_HSCHR6_MHC_MCF_CTG1,31816274,31839440,
C4B,ENSG00000224389,6,32014795,32035418,
FOXD3,ENSG00000187140,1,63322567,63325128,
DSG4,ENSG00000175065,18,31376777,31414912,
MAB21L2,ENSG00000181541,4,150582151,150584693,
LAGE3,ENSG00000196976,X,154477769,154479257,
SLC44A4,ENSG00000204385,6,31863192,31879046,
TSHR,ENSG00000165409,14,80954989,81146302,
LCAT,ENSG00000213398,16,67939750,67944131,
SPATA5,ENSG00000145375,4,122923078,123319433,
AAAS,ENSG00000094914,12,53307456,53324864,
ARHGEF10,ENSG00000104728,8,1823926,1958641,
GALT,ENSG00000213930,9,34638133,34651035,
TMEM127,ENSG00000135956,2,96248516,96265994,
MIR2861,ENSG00000284547,9,127785918,127786007,
PSMB8,ENSG00000230669,CHR_HSCHR6_MHC_APD_CTG1,32879989,32883975,
CTPS1,ENSG00000171793,1,40979688,41012565,
GP6,ENSG00000278670,CHR_HSCHR19LRC_LRC_I_CTG3_1,55019324,55043883,
NIPA1,ENSG00000170113,15,22773063,22829789,
TTC8,ENSG00000165533,14,88824153,88881078,
ACP2,ENSG00000134575,11,47239302,47248906,
ATPAF2,ENSG00000171953,17,17977409,18039209,
TSEN34,ENSG00000274672,CHR_HSCHR19LRC_LRC_J_CTG3_1,54190866,54195141,
ADNP,ENSG00000101126,20,50888916,50931437,
NPPA,ENSG00000175206,1,11845709,11848345,
EIF2AK4,ENSG00000128829,15,39934115,40035591,
THOC6,ENSG00000131652,16,3024027,3027755,
CKB,ENSG00000166165,14,103519667,103522833,
