HPO,name,idSymptom
0002871,Central apnea,
0002872,"Apneic episodes precipitated by illness, fatigue, stress",
0002875,Exertional dyspnea,
0002876,Episodic tachypnea,
0002877,Nocturnal hypoventilation,
0002878,Respiratory failure,
0002879,Anisospondyly,
0002880,obsolete Respiratory difficulties,
0002882,Sudden episodic apnea,
0002883,Hyperventilation,
0002884,Hepatoblastoma,
0002885,Medulloblastoma,
0002886,Vagal paraganglioma,
0002888,Ependymoma,
0002890,Thyroid carcinoma,
0002891,Uterine leiomyosarcoma,
0002893,Pituitary adenoma,
0002894,Neoplasm of the pancreas,
0002895,Papillary thyroid carcinoma,
0002896,Neoplasm of the liver,
0002897,Parathyroid adenoma,
0002898,Embryonal neoplasm,
0002900,Hypokalemia,
0002901,Hypocalcemia,
0002902,Hyponatremia,
0002904,Hyperbilirubinemia,
0002905,Hyperphosphatemia,
0002907,Microscopic hematuria,
0002908,Conjugated hyperbilirubinemia,
0002909,Generalized aminoaciduria,
0002910,Elevated hepatic transaminase,
0002912,Methylmalonic acidemia,
0002913,Myoglobinuria,
0002914,Hyperchloriduria,
0002916,Abnormality of chromosome segregation,
0002917,Hypomagnesemia,
0002918,Hypermagnesemia,
0002919,Ketonuria,
0002920,Decreased circulating ACTH level,
0002921,Abnormality of the cerebrospinal fluid,
0002922,Increased CSF protein,
0002923,Rheumatoid factor positive,
0002924,obsolete Decreased circulating aldosterone level,
0002925,Increased thyroid-stimulating hormone level,
0002926,Abnormality of thyroid physiology,
0002927,Histidinuria,
0002928,Decreased activity of the pyruvate dehydrogenase complex,
0002929,Leydig cell insensitivity to gonadotropin,
0002930,Impaired sensitivity to thyroid hormone,
0002932,Aldehyde oxidase deficiency,
0002933,Ventral hernia,
0002936,Distal sensory impairment,
0002937,Hemivertebrae,
0002938,Lumbar hyperlordosis,
0002942,Thoracic kyphosis,
0002943,Thoracic scoliosis,
0002944,Thoracolumbar scoliosis,
0002945,Intervertebral space narrowing,
0002946,Supernumerary vertebrae,
0002947,Cervical kyphosis,
0002948,Vertebral fusion,
0002949,Fused cervical vertebrae,
0002951,Partial absence of cerebellar vermis,
0002953,Vertebral compression fractures,
0002955,Granulomatosis,
0002958,Immune dysregulation,
0002959,Impaired Ig class switch recombination,
0002960,Autoimmunity,
0002961,Dysgammaglobulinemia,
0002963,Abnormal delayed hypersensitivity skin test,
0002965,Cutaneous anergy,
0002967,Cubitus valgus,
0002970,Genu varum,
0002971,Absent microvilli on the surface of peripheral blood lymphocytes,
0002972,Reduced delayed hypersensitivity,
0002973,Abnormality of the forearm,
0002974,Radioulnar synostosis,
0002977,Aplasia/Hypoplasia involving the central nervous system,
0002979,Bowing of the legs,
0002980,Femoral bowing,
0002981,Abnormality of the calf,
0002982,Tibial bowing,
0002983,Micromelia,
0002984,Hypoplasia of the radius,
0002986,Radial bowing,
0002987,Elbow flexion contracture,
0002990,Fibular aplasia,
0002991,Abnormality of fibula morphology,
0002992,Abnormality of tibia morphology,
0002996,Limited elbow movement,
0002997,Abnormality of the ulna,
0002999,Patellar dislocation,
0003001,Glomus jugular tumor,
0003002,Breast carcinoma,
0003003,Colon cancer,
0003005,Ganglioneuroma,
0003006,Neuroblastoma,
0003009,Enhanced neurotoxicity of vincristine,
0003010,Prolonged bleeding time,
0003011,Abnormality of the musculature,
0003013,Bulging epiphyses,
0003015,Flared metaphysis,
0003016,Metaphyseal widening,
0003019,Abnormality of the wrist,
0003020,Enlargement of the wrists,
0003021,Metaphyseal cupping,
0003022,Hypoplasia of the ulna,
0003023,Bowing of limbs due to multiple fractures,
0003025,Metaphyseal irregularity,
0003026,Short long bone,
0003027,Mesomelia,
0003028,Abnormality of the ankles,
0003029,Enlargement of the ankles,
0003031,Ulnar bowing,
0003034,Diaphyseal sclerosis,
0003037,Enlarged joints,
0003038,Fibular hypoplasia,
0003040,Arthropathy,
0003041,Humeroradial synostosis,
0003042,Elbow dislocation,
0003043,Abnormality of the shoulder,
0003044,Shoulder flexion contracture,
0003045,Abnormal patella morphology,
0003048,Radial head subluxation,
0003049,Ulnar deviation of the wrist,
0003051,Enlarged metaphyses,
0003053,Epiphyseal deformities of tubular bones,
0003057,Tetraamelia,
0003059,Abnormality of the radioulnar joints,
0003063,Abnormality of the humerus,
0003065,Patellar hypoplasia,
0003066,Limited knee extension,
0003067,Madelung deformity,
0003068,Madelung-like forearm deformities,
0003070,Elbow ankylosis,
0003071,Flattened epiphysis,
0003072,Hypercalcemia,
0003073,Hypoalbuminemia,
0003074,Hyperglycemia,
0003075,Hypoproteinemia,
0003076,Glycosuria,
0003077,Hyperlipidemia,
0003079,Defective DNA repair after ultraviolet radiation damage,
0003080,Hydroxyprolinuria,
0003081,Increased urinary potassium,
0003083,Dislocated radial head,
0003084,Fractures of the long bones,
0003085,Long fibula,
0003086,Acromesomelia,
0003088,Premature osteoarthritis,
0003089,Hamstring contractures,
0003090,Hypoplasia of the capital femoral epiphysis,
0003091,Trophic limb changes,
0003093,Limited hip extension,
0003095,Septic arthritis,
0003097,Short femur,
0003099,Fibular overgrowth,
0003100,Slender long bone,
0003102,Increased carrying angle,
0003103,Abnormal cortical bone morphology,
0003105,Protuberances at ends of long bones,
0003106,Subperiosteal bone resorption,
0003107,Abnormal circulating cholesterol concentration,
0003108,Hyperglycinuria,
0003109,Hyperphosphaturia,
0003110,Abnormality of urine homeostasis,
0003111,Abnormal blood ion concentration,
0003112,Abnormality of serum amino acid level,
0003113,Hypochloremia,
0003114,obsolete Abnormal cardiological findings,
0003115,Abnormal EKG,
0003116,Abnormal echocardiogram,
0003117,Abnormal circulating hormone level,
0003118,Increased circulating cortisol level,
0003119,Abnormal circulating lipid concentration,
0003121,Limb joint contracture,
0003124,Hypercholesterolemia,
0003125,Reduced factor VIII activity,
0003126,Low-molecular-weight proteinuria,
0003127,Hypocalciuria,
0003128,Lactic acidosis,
0003130,Abnormal peripheral myelination,
0003131,Cystinuria,
0003133,Abnormality of the spinocerebellar tracts,
0003134,Abnormality of peripheral nerve conduction,
0003137,Prolinuria,
0003138,Increased blood urea nitrogen,
0003139,Panhypogammaglobulinemia,
0003140,T-wave inversion in the right precordial leads,
0003141,Increased LDL cholesterol concentration,
0003142,Excessive purine production,
0003144,Increased serum serotonin,
0003145,Decreased adenosylcobalamin,
0003146,Hypocholesterolemia,
0003148,Elevated serum acid phosphatase,
0003149,Hyperuricosuria,
0003150,Glutaric aciduria,
0003152,"Increased serum 1,25-dihydroxyvitamin D3",
0003153,Cystathioninuria,
0003154,Increased circulating ACTH level,
0003155,Elevated alkaline phosphatase,
0003158,Hyposthenuria,
0003159,Hyperoxaluria,
0003160,Abnormal isoelectric focusing of serum transferrin,
0003161,4-Hydroxyphenylpyruvic aciduria,
0003162,Fasting hypoglycemia,
0003163,Elevated urinary delta-aminolevulinic acid,
0003164,Hypothalamic gonadotropin-releasing hormone deficiency,
0003165,Elevated circulating parathyroid hormone level,
0003166,Increased urinary taurine,
0003167,Carnosinuria,
0003168,Dibasicaminoaciduria,
0003170,Abnormality of the acetabulum,
0003172,Abnormality of the pubic bone,
0003173,Hypoplastic pubic bone,
0003174,Abnormality of the ischium,
0003175,Hypoplastic ischia,
0003177,Squared iliac bones,
0003179,Protrusio acetabuli,
0003180,Flat acetabular roof,
0003182,Shallow acetabular fossae,
0003183,Wide pubic symphysis,
0003184,Decreased hip abduction,
0003185,Short sacroiliac notch,
0003186,Inverted nipples,
0003187,Breast hypoplasia,
0003189,Long nose,
0003191,Cleft ala nasi,
0003193,Allergic rhinitis,
0003194,Short nasal bridge,
0003196,Short nose,
0003198,Myopathy,
0003199,Decreased muscle mass,
0003200,Ragged-red muscle fibers,
0003201,Rhabdomyolysis,
0003202,Skeletal muscle atrophy,
0003203,Impaired oxidative burst,
0003204,Intracellular accumulation of autofluorescent lipopigment storage material,
0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,
0003206,Decreased activity of NADPH oxidase,
0003207,Arterial calcification,
0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,
0003209,Decreased pyruvate carboxylase activity,
0003210,Decreased methylmalonyl-CoA mutase activity,
0003212,Increased circulating total IgE level,
0003213,Deficient excision of UV-induced pyrimidine dimers in DNA,
0003214,Prolonged G2 phase of cell cycle,
0003215,Dicarboxylic aciduria,
0003216,Generalized amyloid deposition,
0003217,Hyperglutaminemia,
0003218,Oroticaciduria,
0003219,Ethylmalonic aciduria,
0003220,Abnormality of chromosome stability,
0003221,Chromosomal breakage induced by crosslinking agents,
0003223,Decreased methylcobalamin,
0003224,Increased cellular sensitivity to UV light,
0003225,Reduced coagulation factor V activity,
0003226,Rectilinear intracellular accumulation of autofluorescent lipopigment storage material,
0003228,Hypernatremia,
0003231,Hypertyrosinemia,
0003232,Mitochondrial malic enzyme reduced,
0003233,Decreased HDL cholesterol concentration,
0003234,Decreased plasma carnitine,
0003235,Hypermethioninemia,
0003236,Elevated serum creatine kinase,
0003237,Increased circulating IgG level,
0003238,Hyperpepsinogenemia I,
0003239,Phosphoethanolaminuria,
0003240,Increased phosphoribosylpyrophosphate synthetase activity,
0003241,External genital hypoplasia,
0003244,Penile hypospadias,
0003246,Prominent scrotal raphe,
0003247,Overgrowth of external genitalia,
0003248,Gonadal tissue inappropriate for external genitalia or chromosomal sex,
0003249,Genital ulcers,
0003250,Aplasia of the vagina,
0003251,Male infertility,
0003252,Anteriorly displaced genitalia,
0003254,Abnormality of DNA repair,
0003256,Abnormality of the coagulation cascade,
0003258,Glyoxalase deficiency,
0003259,Elevated serum creatinine,
0003260,Hydroxyprolinemia,
0003261,Increased circulating IgA level,
0003262,Smooth muscle antibody positivity,
0003264,Deficiency of N-acetylglucosamine-1-phosphotransferase,
0003265,Neonatal hyperbilirubinemia,
0003267,Reduced orotidine 5-prime phosphate decarboxylase activity,
0003268,Argininuria,
0003269,Sudanophilic leukodystrophy,
0003270,Abdominal distention,
0003271,Visceromegaly,
0003272,Abnormality of the hip bone,
0003273,Hip contracture,
0003274,Hypoplastic acetabulae,
0003275,Narrow pelvis bone,
0003276,Pelvic bone exostoses,
0003277,Constricted iliac wings,
0003278,Square pelvis bone,
0003279,Coxa magna,
0003281,Increased serum ferritin,
0003282,Low alkaline phosphatase,
0003286,Cystathioninemia,
0003287,Abnormality of mitochondrial metabolism,
0003288,Mitochondrial propionyl-CoA carboxylase defect,
0003292,Decreased serum leptin,
0003295,obsolete Impaired FSH and LH secretion,
0003296,Hyperthreoninuria,
0003297,Hyperlysinuria,
0003298,Spina bifida occulta,
0003300,Ovoid vertebral bodies,
0003301,Irregular vertebral endplates,
0003302,Spondylolisthesis,
0003304,Spondylolysis,
0003305,Block vertebrae,
0003306,Spinal rigidity,
0003307,Hyperlordosis,
0003308,Cervical subluxation,
0003309,Ovoid thoracolumbar vertebrae,
0003310,Abnormality of the odontoid process,
0003311,Hypoplasia of the odontoid process,
0003312,Abnormal form of the vertebral bodies,
0003316,Butterfly vertebrae,
0003318,Cervical spine hypermobility,
0003319,Abnormality of the cervical spine,
0003320,C1-C2 subluxation,
0003321,Biconcave flattened vertebrae,
0003323,Progressive muscle weakness,
0003324,Generalized muscle weakness,
0003325,Limb-girdle muscle weakness,
0003326,Myalgia,
0003327,Axial muscle weakness,
0003328,Abnormal hair laboratory examination,
0003329,Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes,
0003330,Abnormal bone structure,
0003332,Absent primary metaphyseal spongiosa,
0003333,Increased serum beta-hexosaminidase,
0003334,Elevated circulating catecholamine level,
0003335,obsolete Low gonadotropins (secondary hypogonadism),
0003336,Abnormal enchondral ossification,
0003337,Reduced prothrombin consumption,
0003338,Focal necrosis of right ventricular muscle cells,
0003339,Pyrimidine-responsive megaloblastic anemia,
0003340,obsolete Abnormal dermatological laboratory findings,
0003341,Junctional split,
0003343,Reduced glutathione synthetase activity,
0003344,3-Methylglutaric aciduria,
0003345,Elevated urinary norepinephrine,
0003347,Impaired lymphocyte transformation with phytohemagglutinin,
0003348,Hyperalaninemia,
0003349,Low cholesterol esterification rate,
0003351,Decreased circulating renin level,
0003352,Endopolyploidy on chromosome studies of bone marrow,
0003353,Propionyl-CoA carboxylase deficiency,
0003354,Hyperthreoninemia,
0003355,Aminoaciduria,
0003357,Thymic hormone decreased,
0003358,Elevated intracellular cystine,
0003359,Decreased urinary sulfate,
0003361,Tryptophanuria,
0003362,Increased VLDL cholesterol concentration,
0003363,Abdominal situs inversus,
0003365,Arthralgia of the hip,
0003366,Abnormality of the femoral neck or head region,
0003367,Abnormality of the femoral neck,
0003368,Abnormality of the femoral head,
0003370,Flat capital femoral epiphysis,
0003371,Enlargement of the proximal femoral epiphysis,
0003375,Narrow greater sacrosciatic notches,
0003376,Steppage gait,
0003378,Axonal degeneration/regeneration,
0003380,Decreased number of peripheral myelinated nerve fibers,
0003382,Hypertrophic nerve changes,
0003383,Onion bulb formation,
0003384,Peripheral axonal atrophy,
0003387,Decreased number of large peripheral myelinated nerve fibers,
0003388,Easy fatigability,
0003390,Sensory axonal neuropathy,
0003391,Gowers sign,
0003392,First dorsal interossei muscle weakness,
0003393,Thenar muscle atrophy,
0003394,Muscle spasm,
0003396,Syringomyelia,
0003397,Generalized hypotonia due to defect at the neuromuscular junction,
0003398,Abnormal synaptic transmission at the neuromuscular junction,
0003400,Basal lamina onion bulb formation,
0003401,Paresthesia,
0003402,Decreased miniature endplate potentials,
0003403,EMG: decremental response of compound muscle action potential to repetitive nerve stimulation,
0003405,Diffuse axonal swelling,
0003406,Peripheral nerve compression,
0003409,Distal sensory impairment of all modalities,
0003411,Proximal femoral metaphyseal irregularity,
0003413,Atlantoaxial abnormality,
0003414,Atlantoaxial dislocation,
0003416,Spinal canal stenosis,
0003417,Coronal cleft vertebrae,
0003418,Back pain,
0003419,Low back pain,
0003421,obsolete Platyspondyly (childhood),
0003422,Vertebral segmentation defect,
0003423,Thoracolumbar kyphoscoliosis,
0003426,First dorsal interossei muscle atrophy,
0003427,Thenar muscle weakness,
0003429,CNS hypomyelination,
0003431,Decreased motor nerve conduction velocity,
0003434,Sensory ataxic neuropathy,
0003435,Cold-induced hand cramps,
0003436,Prolonged miniature endplate currents,
0003438,Absent Achilles reflex,
0003440,Horizontal sacrum,
0003443,Decreased size of nerve terminals,
0003444,EMG: chronic denervation signs,
0003445,EMG: neuropathic changes,
0003447,Axonal loss,
0003448,Decreased sensory nerve conduction velocity,
0003449,Cold-induced muscle cramps,
0003450,Axonal regeneration,
0003451,Increased rate of premature chromosome condensation,
0003452,Increased serum iron,
0003453,Antineutrophil antibody positivity,
0003454,Platelet antibody positive,
0003455,Elevated circulating long chain fatty acid concentration,
0003456,Low urinary cyclic AMP response to PTH administration,
0003457,EMG abnormality,
0003458,EMG: myopathic abnormalities,
0003459,Polyclonal elevation of IgM,
0003460,Decreased circulating total IgA,
0003461,Increased urinary O-linked sialopeptides,
0003462,Elevated 8-dehydrocholesterol,
0003463,Increased extraneuronal autofluorescent lipopigment,
0003464,obsolete Abnormal cholesterol homeostasis,
0003465,Elevated 8(9)-cholestenol,
0003466,Paradoxical increased cortisol secretion on dexamethasone suppression test,
0003467,Atlantoaxial instability,
0003468,Abnormal vertebral morphology,
0003469,Peripheral dysmyelination,
0003470,Paralysis,
0003472,Hypocalcemic tetany,
0003473,Fatigable weakness,
0003474,Sensory impairment,
0003477,Peripheral axonal neuropathy,
0003481,Segmental peripheral demyelination/remyelination,
0003482,EMG: axonal abnormality,
0003484,Upper limb muscle weakness,
0003487,Babinski sign,
0003489,Acute episodes of neuropathic symptoms,
0003490,obsolete Defective dehydrogenation of isovaleryl CoA and butyryl CoA,
0003491,Elevated urine pyrophosphate,
0003492,High urinary gonadotropin level,
0003493,Antinuclear antibody positivity,
0003494,"obsolete Loss of heterozygosity, multiple chromosomes",
0003495,GM2-ganglioside accumulation,
0003496,Increased circulating IgM level,
0003498,Disproportionate short stature,
0003502,Mild short stature,
0003508,Proportionate short stature,
0003510,Severe short stature,
0003513,Reduced ratio of renal calcium clearance to creatinine clearance,
0003514,Deficiency or absence of cytochrome b(-245),
0003517,Birth length greater than 97th percentile,
0003521,Disproportionate short-trunk short stature,
0003524,Decreased methionine synthase activity,
0003526,Orotic acid crystalluria,
0003527,Hyperprostaglandinuria,
0003528,Elevated calcitonin,
0003529,Parathormone-independent increased renal tubular calcium reabsorption,
0003530,Glutaric acidemia,
0003532,Ornithinuria,
0003533,Reduced acetaldehyde dehydrogenase activity,
0003534,Reduced xanthine dehydrogenase activity,
0003535,3-Methylglutaconic aciduria,
0003536,Decreased fumarate hydratase activity,
0003537,Hypouricemia,
0003538,Increased serum iduronate sulfatase activity,
0003540,Impaired platelet aggregation,
0003541,Urinary glycosaminoglycan excretion,
0003542,Increased serum pyruvate,
0003546,Exercise intolerance,
0003547,Shoulder girdle muscle weakness,
0003548,Subsarcolemmal accumulations of abnormally shaped mitochondria,
0003549,Abnormality of connective tissue,
0003550,Predominantly lower limb lymphedema,
0003551,Difficulty climbing stairs,
0003552,Muscle stiffness,
0003553,obsolete Cellulitis due to immunodeficiency,
0003554,Type 2 muscle fiber atrophy,
0003555,Muscle fiber splitting,
0003557,Increased variability in muscle fiber diameter,
0003558,Viral infection-induced rhabdomyolysis,
0003559,Muscle hyperirritability,
0003560,Muscular dystrophy,
0003561,Birth length less than 3rd percentile,
0003562,Abnormal metaphyseal vascular invasion,
0003563,Decreased LDL cholesterol concentration,
0003564,Folate-dependent fragile site at Xq28,
0003565,Elevated erythrocyte sedimentation rate,
0003566,Increased serum prostaglandin E2,
0003568,Decreased glucosephosphate isomerase activity,
0003570,Molybdenum cofactor deficiency,
0003571,Propionicacidemia,
0003572,Low plasma citrulline,
0003573,Increased total bilirubin,
0003574,Positive regitine blocking test,
0003575,Increased intracellular sodium,
0003577,Congenital onset,
0003581,Adult onset,
0003584,Late onset,
0003587,Insidious onset,
0003593,Infantile onset,
0003596,Middle age onset,
0003606,Absent urinary urothione,
0003607,4-Hydroxyphenylacetic aciduria,
0003609,Foam cells with lamellar inclusion bodies,
0003610,Fibroblast metachromasia,
0003612,Positive ferric chloride test,
0003613,Antiphospholipid antibody positivity,
0003614,Trimethylaminuria,
0003616,Premature separation of centromeric heterochromatin,
0003621,Juvenile onset,
0003623,Neonatal onset,
0003634,Amyoplasia,
0003635,Loss of subcutaneous adipose tissue in limbs,
0003637,Reduced 4-Hydroxyphenylpyruvate dioxygenase activity,
0003639,Elevated urinary epinephrine,
0003640,Foam cells in visceral organs and CNS,
0003641,Hemoglobinuria,
0003642,Type I transferrin isoform profile,
0003643,Sulfite oxidase deficiency,
0003645,Prolonged partial thromboplastin time,
0003646,Bicarbonaturia,
0003647,Electron transfer flavoprotein-ubiquinone oxidoreductase defect,
0003648,Lacticaciduria,
0003649,Abnormality of glycoside metabolism,
0003651,Foam cells,
0003652,Recurrent myoglobinuria,
0003653,Cellular metachromasia,
0003654,Reduced dihydropyrimidine dehydrogenase activity,
0003655,Reduced activity of N-acetylglucosaminyltransferase II,
0003656,Decreased beta-glucocerebrosidase activity,
0003657,Granular osmiophilic deposits (GROD) in cells,
0003658,Hypomethioninemia,
0003665,Amyotrophy of the musculature of the pelvis,
0003674,Onset,
0003676,Progressive,
0003677,Slow progression,
0003678,Rapidly progressive,
0003679,Pace of progression,
0003680,Nonprogressive,
0003682,Variable progression rate,
0003683,Large beaked nose,
0003687,Centrally nucleated skeletal muscle fibers,
0003688,Cytochrome C oxidase-negative muscle fibers,
0003689,Multiple mitochondrial DNA deletions,
0003690,Limb muscle weakness,
0003691,Scapular winging,
0003693,Distal amyotrophy,
0003694,Late-onset proximal muscle weakness,
0003696,Absent epiphysis of the distal phalanx of the 5th finger,
0003697,Scapuloperoneal amyotrophy,
0003698,Difficulty standing,
0003700,Generalized amyotrophy,
0003701,Proximal muscle weakness,
0003704,Scapuloperoneal weakness,
0003707,Calf muscle pseudohypertrophy,
0003710,Exercise-induced muscle cramps,
0003712,Skeletal muscle hypertrophy,
0003713,Muscle fiber necrosis,
0003715,Myofibrillar myopathy,
0003716,Generalized muscular appearance from birth,
0003717,Minimal subcutaneous fat,
0003719,Muscle mounding,
0003720,Generalized muscle hypertrophy,
0003722,Neck flexor weakness,
0003724,Shoulder girdle muscle atrophy,
0003725,Firm muscles,
0003729,Enteroviral dermatomyositis syndrome,
0003730,EMG: myotonic runs,
0003731,Quadriceps muscle weakness,
0003733,Thigh hypertrophy,
0003736,Autophagic vacuoles,
0003737,Mitochondrial myopathy,
0003738,Exercise-induced myalgia,
0003739,Myoclonic spasms,
0003740,Myotonia with warm-up phenomenon,
0003741,Congenital muscular dystrophy,
0003743,Genetic anticipation,
0003744,Genetic anticipation with paternal anticipation bias,
0003745,Sporadic,
0003749,Pelvic girdle muscle weakness,
0003750,Increased muscle fatiguability,
0003752,Episodic flaccid weakness,
0003755,Type 1 fibers relatively smaller than type 2 fibers,
0003756,Skeletal myopathy,
0003758,Reduced subcutaneous adipose tissue,
0003759,Hypoplasia of lymphatic vessels,
0003760,Percussion-induced rapid rolling muscle contractions,
0003761,Calcinosis,
0003762,Uterus didelphys,
0003763,Bruxism,
0003764,Nevus,
0003765,Psoriasiform dermatitis,
0003768,Periodic paralysis,
0003771,Pulp stones,
0003774,Stage 5 chronic kidney disease,
0003777,Pili torti,
0003778,Short mandibular rami,
0003779,Antegonial notching of mandible,
0003781,Excessive salivation,
0003782,Eunuchoid habitus,
0003783,Externally rotated/abducted legs,
0003784,Type 1 collagen overmodification,
0003785,Decreased CSF homovanillic acid,
0003787,Type 1 and type 2 muscle fiber minicore regions,
0003789,Minicore myopathy,
0003791,Deposits immunoreactive to beta-amyloid protein,
0003795,Short middle phalanx of toe,
0003796,Irregular iliac crest,
0003797,Limb-girdle muscle atrophy,
0003798,Nemaline bodies,
0003799,Marked delay in bone age,
0003800,Muscle abnormality related to mitochondrial dysfunction,
0003803,Type 1 muscle fiber predominance,
0003805,Rimmed vacuoles,
0003808,Abnormal muscle tone,
0003809,Reduced intrathoracic adipose tissue,
0003810,Late-onset distal muscle weakness,
0003811,Neonatal death,
0003812,Phenotypic variability,
0003819,Death in childhood,
0003826,Stillbirth,
0003828,Variable expressivity,
0003829,Incomplete penetrance,
0003831,Age-dependent penetrance,
0003832,Abnormality of the tibial plateaux,
0003833,Laterally deficient tibial plateaux,
0003834,Shoulder dislocation,
0003835,Shoulder subluxation,
0003836,Stippled calcification of the shoulder,
0003837,Soft-tissue ossification around the shoulders,
0003839,Abnormality of upper limb epiphysis morphology,
0003840,Delayed upper limb epiphyseal ossification,
0003841,Fragmented epiphyses of the upper limbs,
0003842,Irregular epiphyses of the upper limbs,
0003843,Round epiphyses of the upper limbs,
0003844,Small epiphyses of the upper limbs,
0003846,Wide epiphyseal plates of the upper limbs,
0003848,Cupped metaphyses of the upper limbs,
0003849,Flared upper limb metaphysis,
0003850,Upper-limb metaphyseal irregularity,
0003851,Lytic defects in metaphyses of the upper limbs,
0003852,Normal density transverse bands in metaphyses of the upper limbs,
0003853,Sclerosis with transverse striations in metaphyses of the upper limbs,
0003854,Sclerosis of metaphyses of the upper limbs,
0003855,Spurred metaphyses of the upper limbs,
0003856,Upper limb metaphyseal widening,
0003858,Cortical diaphyseal irregularity of the upper limbs,
0003859,Cortical diaphyseal thickening of the upper limbs,
0003860,Diaphyseal sclerosis of the upper limbs,
0003861,Broad diaphyses of the upper limbs,
0003862,Absent humerus,
0003863,Angulated humerus,
0003864,Bifid humerus,
0003865,Bowed humerus,
0003866,Coarse humeral trabeculae,
0003867,Humeral cortical irregularity,
0003868,Humeral cortical thickening,
0003869,Humeral cortical thinning,
0003870,Crumpled humerus,
0003871,Deformed humerus,
0003872,Humeral exostoses,
0003874,Humerus varus,
0003875,Humeral lytic defects,
0003876,Osteoporotic humerus,
0003877,Oval transradiancy of humerus,
0003878,Periosteal new bone of humerus,
0003879,Humeral pseudarthrosis,
0003880,Sclerotic foci of the humerus,
0003881,Humeral sclerosis,
0003882,Slender humerus,
0003883,Tapered humerus,
0003884,Triangular humerus,
0003885,Undermodeled humerus,
0003886,Wide humerus,
0003887,Abnormality of the humeral heads,
0003888,Flattened humeral heads,
0003889,Abnormality of the deltoid tuberosities,
0003890,Prominent deltoid tuberosities,
0003891,Abnormality of the humeral epiphysis,
0003892,Absent humeral epiphyseal ossification,
0003893,Advanced ossification of the humeral epiphysis,
0003894,Delayed humeral epiphyseal ossification,
0003895,Flattened humeral epiphyses,
0003896,Irregular humeral epiphyses,
0003897,Irregular ossification of the humeral epiphyses,
0003898,Large humeral epiphyses,
0003899,Round humeral epiphyses,
0003900,Small humeral epiphyses,
0003901,Stippled calcification of the humeral epiphyses,
0003902,Epiphyseal stippling of the humerus,
0003903,Broad humeral epiphyses,
0003904,Wide epiphyses of the upper limbs,
0003905,Abnormality of the humeral epiphyseal plate,
0003906,Broad humeral epiphyseal plate,
0003907,Abnormality of the humeral metaphyses,
0003908,Corner fracture of metaphysis,
0003909,Cortical subperiosteal resorption of humeral metaphyses,
0003910,Enlarged humeral metaphyses,
0003911,Flared humeral metaphysis,
0003912,Frayed humeral metaphyses,
0003913,Humeral metaphyseal irregularity,
0003914,Irregular ossification of humeral metaphyses,
0003915,Lytic defects of the humeral metaphysis,
0003916,Normal-density transverse humeral bands,
0003917,Pointed humeral metaphysis,
0003918,Sclerotic humeral metaphysis,
0003919,Sclerotic humeral metaphysis with longitudinal striations,
0003920,Sloping humeral metaphysis,
0003921,Laterally sloping humeral metaphysis,
0003922,Spurred humeral metaphysis,
0003923,Square humeral metaphysis,
0003924,Stippled calcification of humeral metaphysis,
0003926,Abnormality of the humeral diaphysis,
0003927,Cortical irregularity of humeral diaphysis,
0003928,Cortical thickening of humeral diaphysis,
0003929,Ground glass opacity of humeral diaphysis,
0003930,Lytic defects of humeral diaphysis,
0003931,Periosteal new bone of humeral diaphysis,
0003932,Sclerotic foci of humeral diaphysis,
0003933,Sclerosis of humeral diaphysis,
0003934,Slender humeral diaphysis,
0003935,Wide humeral diaphysis,
0003938,Synostosis involving the elbow,
0003939,Humeroulnar synostosis,
0003940,Osteoarthritis of the elbow,
0003941,Stippled calcification of the elbow,
0003942,Synovial chondromatosis of the elbow,
0003943,Abnormality of the joint spaces of the elbow,
0003944,Narrow joint spaces of the elbow,
0003945,Irregular articular surfaces of the elbow joints,
0003946,Abnormality of the epiphyses of the elbow,
0003947,Delayed elbow epiphyseal ossification,
0003948,Irregular epiphyses of the elbow,
0003949,Abnormality of the elbow metaphyses,
0003950,Flared elbow metaphyses,
0003951,Distal humeral metaphyseal irregularity,
0003952,Sclerotic foci of metaphyses of the elbow,
0003953,Absent forearm bone,
0003954,Angulated forearm bones,
0003955,Bone-in-a-bone appearance of forearm,
0003956,Bowed forearm bones,
0003957,Cortical thickening of the forearm bones,
0003958,Cross-fusion of the forearm bones,
0003959,Deformed forearm bones,
0003960,Exostoses of the forearm bones,
0003961,Fractured forearm bones,
0003963,Lytic defects of the forearm bones,
0003964,Osteoporotic forearm bones,
0003965,Pseudarthrosis of the forearm bones,
0003966,Sclerotic foci in forearm bones,
0003967,Sclerotic forearm bones,
0003969,Slender forearm bones,
0003970,Undermodelled forearm bones,
0003971,Broad forearm bones,
0003973,Wide radioulnar joints,
0003974,Absent radius,
0003975,obsolete Chevron-shaped/cone-shaped radius,
0003976,Constricted radius,
0003977,Deformed radius,
0003978,Fractured radius,
0003979,Lytic defects of the radius,
0003980,Pseudarthrosis of the radius,
0003981,Broad radius,
0003982,Aplasia of the ulna,
0003984,Posteriorly dislocated ulna,
0003985,Exostoses of the ulna,
0003986,Exostoses of the radius,
0003987,Fractured ulna,
0003988,Long ulna,
0003989,Notched ulna,
0003990,Pointed ulna,
0003991,Osteosclerosis of the ulna,
